REGION,ISLAND,OBS_YEAR,DATE_,SITE,LATITUDE,LONGITUDE,REEF_ZONE,DEPTH_BIN,Total Coral,CORAL_Branching hard coral,CORAL_Encrusting hard coral,CORAL_Foliose hard coral,CORAL_Fungia sp,CORAL_Leptoseris sp,CORAL_Massive hard coral,CORAL_Montipora branching,CORAL_Montipora encrusting,CORAL_Montipora foliose,CORAL_Pavona encrusting,CORAL_Pavona massive,CORAL_Pocillopora sp,CORAL_Porites branching,CORAL_Porites encrusting,CORAL_Porites foliose,CORAL_Porites massive,EMA_Macroalga,I_Sessile Invertebrate,MA_Macroalga,SC_Soft Coral,SED_Sediment,TURF_Turf Alga,UC_UnIdentified,CCA_Coralline Alga
MHI,Hawaii,2015,40725,HAW-02159,20.128452,-155.562618,Forereef,Mid,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0,0.033333333,0.093333333,0,0.003333333,0,0,0.743333333,0.03,0.046666667
MHI,Hawaii,2015,40725,HAW-01860,20.128582,-155.551866,Forereef,Mid,0.076666667,0,0,0,0,0,0,0,0.006666667,0,0,0,0.036666667,0,0.003333333,0,0.03,0.04,0,0.006666667,0,0.02,0.806666667,0.016666667,0.033333333
MHI,Hawaii,2015,40725,HAW-01899,20.113915,-155.515451,Forereef,Mid,0.076666667,0,0.016666667,0,0,0,0,0,0.003333333,0,0,0,0,0,0.023333333,0,0.033333333,0.033333333,0.006666667,0.003333333,0,0.026666667,0.826666667,0.013333333,0.013333333
MHI,Hawaii,2015,40725,HAW-01802,20.109713,-155.491477,Forereef,Mid,0.033333333,0,0.013333333,0,0,0,0,0,0.01,0,0,0,0.006666667,0,0,0,0.003333333,0.056666667,0,0.06,0,0.126666667,0.693333333,0.01,0.02
MHI,Hawaii,2015,40725,HAW-02003,20.104933,-155.475679,Forereef,Mid,0.086666667,0,0.01,0,0,0,0,0,0.006666667,0,0,0,0.03,0,0.006666667,0,0.033333333,0.056666667,0,0,0,0.033333333,0.756666667,0.033333333,0.033333333
MHI,Hawaii,2015,40725,HAW-02022,20.097243,-155.452934,Forereef,Mid,0.075862069,0,0.017241379,0,0,0,0,0,0.013793103,0,0,0,0.010344828,0,0,0,0.034482759,0.055172414,0,0.006896552,0,0.062068966,0.737931034,0.013793103,0.048275862
MHI,Hawaii,2015,40725,HAW-02063,20.078584,-155.408681,Forereef,Mid,0.08,0,0.003333333,0,0,0,0,0,0.01,0,0,0,0,0,0.013333333,0,0.053333333,0.043333333,0,0.003333333,0,0.023333333,0.813333333,0.016666667,0.02
MHI,Hawaii,2015,40725,HAW-01985,20.074412,-155.398549,Forereef,Mid,0.08,0,0.003333333,0,0,0,0,0,0.026666667,0,0,0,0.003333333,0,0.016666667,0,0.03,0.006666667,0,0,0,0.043333333,0.843333333,0.013333333,0.013333333
MHI,Hawaii,2015,40725,HAW-02032,20.063359,-155.377613,Forereef,Mid,0.256666667,0,0.033333333,0,0,0,0,0,0.166666667,0,0,0,0.006666667,0,0.01,0,0.04,0.036666667,0.003333333,0.006666667,0,0.02,0.596666667,0.04,0.04
MHI,Hawaii,2015,40725,HAW-01810,20.040718,-155.331339,Forereef,Mid,0.278571429,0,0.046428571,0,0,0,0,0,0.085714286,0,0,0,0.021428571,0,0.046428571,0.003571429,0.075,0.078571429,0,0.003571429,0,0.017857143,0.564285714,0.021428571,0.035714286
MHI,Hawaii,2015,40725,HAW-02183,20.034348,-155.319422,Forereef,Mid,0.143333333,0,0.03,0,0,0,0,0,0.046666667,0.006666667,0,0,0.013333333,0,0.01,0,0.036666667,0.04,0,0.003333333,0,0.096666667,0.66,0.03,0.026666667
MHI,Hawaii,2015,40710,HAW-01807,20.020272,-155.282715,Forereef,Mid,0.226666667,0,0.02,0,0,0,0,0,0.13,0.006666667,0,0,0,0,0.01,0,0.06,0.026666667,0,0.01,0,0.05,0.586666667,0.073333333,0.026666667
MHI,Hawaii,2015,40710,HAW-01994,19.962845,-155.197626,Forereef,Mid,0.086666667,0,0.023333333,0,0,0,0.003333333,0,0.016666667,0,0,0,0.01,0,0.013333333,0,0.02,0.033333333,0,0,0,0.06,0.803333333,0.003333333,0.013333333
MHI,Hawaii,2015,40710,HAW-02075,19.955028,-155.18553,Forereef,Mid,0.063333333,0,0.016666667,0,0,0,0,0,0.01,0,0,0,0.006666667,0,0.013333333,0,0.016666667,0.06,0,0,0,0.136666667,0.63,0.043333333,0.066666667
MHI,Hawaii,2015,40710,HAW-02259,19.947887,-155.175665,Forereef,Mid,0.05,0,0.01,0,0,0,0,0,0.006666667,0,0,0,0.02,0,0,0,0.013333333,0.01,0.006666667,0,0,0.16,0.76,0.01,0.003333333
MHI,Hawaii,2015,40710,HAW-01825,19.912636,-155.134927,Forereef,Mid,0.046666667,0,0.01,0,0,0,0.006666667,0,0.013333333,0,0,0,0.003333333,0,0.003333333,0,0.01,0.02,0,0.013333333,0,0.04,0.85,0.006666667,0.023333333
MHI,Hawaii,2015,40710,HAW-02280,19.87712,-155.10798,Forereef,Mid,0.05,0.003125,0.009375,0,0,0,0,0,0.003125,0,0,0,0.009375,0,0.009375,0,0.015625,0.015625,0,0.034375,0.003125,0.1,0.7625,0.021875,0.0125
MHI,Hawaii,2015,40710,HAW-02165,19.853562,-155.085626,Forereef,Mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0.006666667,0,0.036666667,0.933333333,0.016666667,0.003333333
MHI,Hawaii,2015,40710,HAW-01999,19.838023,-155.081647,Forereef,Mid,0.016666667,0,0,0,0,0,0,0,0.01,0,0,0,0.003333333,0,0,0,0.003333333,0,0,0.003333333,0,0.15,0.823333333,0.003333333,0.003333333
MHI,Niihau,2015,40719,NII-01367,21.843803,-160.24774,Forereef,Shallow,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0.003333333,0,0,0.01,0,0.003333333,0,0.003333333,0.943333333,0.01,0.013333333
MHI,Niihau,2015,40719,NII-01349,21.833288,-160.247143,Forereef,Shallow,0.056666667,0,0,0,0,0,0,0,0,0,0,0,0.056666667,0,0,0,0,0.053333333,0,0.003333333,0,0,0.73,0.016666667,0.14
MHI,Niihau,2015,40719,NII-01431,21.887397,-160.229057,Forereef,Shallow,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.016666667,0,0.003333333,0,0.093333333,0.836666667,0.02,0
MHI,Niihau,2015,40719,NII-01429,21.91329,-160.200085,Forereef,Shallow,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.003333333,0.966666667,0.013333333,0.006666667
MHI,Niihau,2015,40721,NII-01361,21.831234,-160.180137,Forereef,Shallow,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0.003333333,0,0,0,0,0.003333333,0,0,0.986666667,0.003333333,0
MHI,Niihau,2015,40719,NII-01385,21.928678,-160.176658,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.016666667,0.623333333,0,0
MHI,Niihau,2015,40721,NII-01335,21.857016,-160.162999,Forereef,Shallow,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0.006666667,0,0.003333333,0,0.213333333,0.756666667,0.013333333,0
MHI,Niihau,2015,40721,NII-01352,21.875869,-160.12283,Forereef,Shallow,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0,0.033333333,0,0,0,0.053333333,0.86,0.01,0.036666667
MHI,Niihau,2015,40720,NII-01325,21.975473,-160.117908,Forereef,Shallow,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0.003333333,0,0,0.016666667,0,0.046666667,0,0.003333333,0.893333333,0.016666667,0.006666667
MHI,Niihau,2015,40720,NII-01382,21.991409,-160.113151,Forereef,Shallow,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0.003333333,0.013333333,0,0.016666667,0,0.003333333,0.9,0.033333333,0.016666667
MHI,Niihau,2015,40720,NII-01428,22.004874,-160.097402,Forereef,Shallow,0.046666667,0,0,0,0,0,0,0,0,0,0,0,0.043333333,0,0,0,0.003333333,0.016666667,0,0.003333333,0,0.026666667,0.87,0.023333333,0.013333333
MHI,Niihau,2015,40720,NII-01364,22.002007,-160.082636,Forereef,Shallow,0.02,0,0,0,0,0,0,0.003333333,0,0,0,0,0.013333333,0,0,0,0.003333333,0.023333333,0,0.023333333,0,0,0.87,0.026666667,0.036666667
MHI,Niihau,2015,40720,NII-01346,22.00234,-160.078735,Forereef,Shallow,0.03,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0,0.003333333,0,0,0.063333333,0.003333333,0.006666667,0,0.003333333,0.79,0.04,0.063333333
MHI,Kauai,2015,40718,KAU-01439,21.952745,-159.696637,Forereef,Shallow,0.020689655,0,0,0,0,0,0,0,0,0,0,0,0.013793103,0,0.003448276,0,0.003448276,0.010344828,0,0.013793103,0,0.144827586,0.755172414,0,0.055172414
MHI,Kauai,2015,40718,KAU-01515,21.886066,-159.519185,Forereef,Shallow,0.052,0,0.004,0,0,0,0,0,0.012,0,0,0,0,0,0.024,0,0.012,0.04,0,0.008,0,0.016,0.868,0.016,0
MHI,Oahu,2015,40716,OAH-02059,21.294595,-157.890851,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0.01,0,0.29,0.676666667,0.016666667,0
MHI,Oahu,2015,40716,OAH-02092,21.29360139,-157.8777619,Forereef,Shallow,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0.003333333,0,0.003333333,0.003333333,0,0,0,0.376666667,0.603333333,0.003333333,0
MHI,Oahu,2015,40716,OAH-02023,21.283204,-157.852796,Forereef,Shallow,0.093333333,0,0.01,0,0,0,0,0,0.053333333,0,0,0,0.023333333,0,0,0,0.006666667,0.023333333,0.006666667,0.003333333,0,0.003333333,0.863333333,0.003333333,0.003333333
MHI,Oahu,2015,40716,OAH-02043,21.26627,-157.828731,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003225806,0.003225806,0,0,0.24516129,0.741935484,0,0.006451613
MHI,Oahu,2015,40716,OAH-02083,21.259788,-157.826136,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038709677,0,0.003225806,0,0.064516129,0.880645161,0.006451613,0.006451613
MHI,Oahu,2015,40716,OAH-02086,21.26953,-157.755277,Forereef,Shallow,0.0375,0,0,0,0,0,0.003125,0,0,0,0,0,0.0125,0,0.009375,0.003125,0.009375,0.03125,0,0.003125,0,0.025,0.825,0.059375,0.01875
MHI,Oahu,2015,40716,OAH-02017,21.27301376,-157.7404445,Forereef,Shallow,0.046666667,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0.01,0,0.023333333,0.036666667,0.006666667,0.02,0,0,0.83,0.033333333,0.026666667
MHI,Molokai,2015,40715,MOL-01526,21.079276,-157.20759,Forereef,Shallow,0.59,0.003333333,0.026666667,0.003333333,0,0,0,0.056666667,0.156666667,0.08,0,0,0.003333333,0.15,0.006666667,0,0.103333333,0.003333333,0,0,0,0.026666667,0.316666667,0.063333333,0
MHI,Molokai,2015,40708,MOL-01567,21.215055,-157.193116,Forereef,Shallow,0.048387097,0,0,0,0,0,0,0,0.003225806,0,0,0,0.029032258,0,0,0,0.016129032,0.009677419,0,0.022580645,0,0.090322581,0.796774194,0.012903226,0.019354839
MHI,Molokai,2015,40715,MOL-01610,21.081395,-157.190171,Forereef,Shallow,0.536363636,0.009090909,0.054545455,0.015151515,0.003030303,0,0.027272727,0.072727273,0.093939394,0.063636364,0,0,0.003030303,0.160606061,0,0.003030303,0.03030303,0.003030303,0,0.012121212,0,0,0.336363636,0.090909091,0.021212121
MHI,Molokai,2015,40715,MOL-01612,21.083832,-157.149715,Forereef,Shallow,0.57,0,0.01,0,0,0,0,0.14,0.303333333,0.033333333,0,0,0.023333333,0.03,0,0,0.03,0,0,0,0,0,0.353333333,0.056666667,0.02
MHI,Molokai,2015,40708,MOL-01589,21.199346,-157.134235,Forereef,Shallow,0.034482759,0,0,0,0,0,0,0,0.003448276,0,0,0,0.013793103,0,0.017241379,0,0,0.013793103,0,0,0,0.027586207,0.872413793,0.04137931,0.010344828
MHI,Molokai,2015,40715,MOL-01622,21.083051,-157.094472,Forereef,Shallow,0.246666667,0,0.026666667,0,0,0,0.013333333,0.023333333,0.08,0,0,0.016666667,0.043333333,0,0.016666667,0,0.026666667,0.01,0.013333333,0,0.04,0.01,0.62,0.026666667,0.033333333
MHI,Molokai,2015,40708,MOL-01655,21.194882,-157.090705,Forereef,Shallow,0.016666667,0,0.003333333,0,0,0,0,0,0,0,0,0,0.006666667,0,0.006666667,0,0,0.103333333,0,0.003333333,0,0.013333333,0.833333333,0.003333333,0.026666667
MHI,Molokai,2015,40715,MOL-01630,21.08739,-157.076872,Forereef,Shallow,0.383870968,0,0.029032258,0,0,0,0.006451613,0.048387097,0.116129032,0,0,0.003225806,0.019354839,0.032258065,0.041935484,0,0.087096774,0.016129032,0,0,0,0,0.441935484,0.025806452,0.132258065
MHI,Lanai,2015,40714,LAN-01423,20.866404,-157.040757,Forereef,Shallow,0.13,0.003333333,0,0,0,0,0.003333333,0,0,0,0,0,0.03,0,0.01,0,0.083333333,0.02,0,0,0,0.006666667,0.73,0.096666667,0.016666667
MHI,Lanai,2015,40714,LAN-01427,20.852808,-157.012261,Forereef,Shallow,0.103333333,0.003333333,0.01,0,0,0,0,0,0,0,0,0,0.056666667,0,0.016666667,0,0.016666667,0.013333333,0,0.006666667,0,0.013333333,0.816666667,0.043333333,0.003333333
MHI,Molokai,2015,40715,MOL-01626,21.070642,-157.009438,Forereef,Shallow,0.026666667,0,0.003333333,0,0,0,0.003333333,0,0,0,0,0,0.016666667,0,0.003333333,0,0,0,0,0.003333333,0,0.223333333,0.713333333,0.033333333,0
MHI,Lanai,2015,40714,LAN-01382,20.771394,-156.98817,Forereef,Shallow,0.156666667,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.01,0,0.086666667,0.006666667,0,0,0,0.01,0.683333333,0.126666667,0.016666667
MHI,Molokai,2015,40708,MOL-01607,21.195666,-156.98668,Forereef,Shallow,0.012903226,0,0,0,0,0,0,0,0,0,0,0,0.009677419,0,0,0,0.003225806,0.022580645,0,0,0,0,0.929032258,0.009677419,0.025806452
MHI,Lanai,2015,40714,LAN-01365,20.740194,-156.96926,Forereef,Shallow,0.26,0.01,0.026666667,0.006666667,0,0,0,0,0.006666667,0,0,0,0.02,0.003333333,0.036666667,0.01,0.14,0.003333333,0,0,0,0,0.696666667,0.013333333,0.026666667
MHI,Molokai,2015,40722,MOL-01566,21.068976,-156.782033,Forereef,Shallow,0.08,0,0.003333333,0,0,0,0,0,0.003333333,0,0,0,0.006666667,0.01,0.006666667,0,0.05,0.006666667,0,0.023333333,0,0.016666667,0.833333333,0.03,0.01
MHI,Molokai,2015,40722,MOL-01561,21.078239,-156.772991,Forereef,Shallow,0.043333333,0,0.01,0,0,0,0,0,0.01,0,0.006666667,0,0.013333333,0,0,0,0.003333333,0.03,0.01,0,0,0.016666667,0.793333333,0.023333333,0.083333333
MHI,Molokai,2015,40722,MOL-01528,21.086605,-156.761094,Forereef,Shallow,0.076666667,0,0,0,0,0,0,0,0,0,0,0,0.063333333,0,0.006666667,0,0.006666667,0.096666667,0.003333333,0.003333333,0.006666667,0.026666667,0.643333333,0.026666667,0.116666667
MHI,Molokai,2015,40722,MOL-01532,21.104098,-156.742555,Forereef,Shallow,0.19,0,0.006666667,0,0,0,0,0,0.006666667,0,0,0,0.103333333,0,0.046666667,0,0.026666667,0.03,0,0.006666667,0,0,0.753333333,0.003333333,0.016666667
MHI,Maui,2015,40724,MAI-01778,20.810963,-156.627591,Forereef,Shallow,0.173333333,0,0.003333333,0,0,0,0,0,0.003333333,0,0,0,0.023333333,0.003333333,0.01,0,0.13,0.003333333,0,0,0,0.05,0.75,0.016666667,0.006666667
MHI,Maui,2015,40724,MAI-01768,20.804263,-156.603097,Forereef,Shallow,0.383333333,0,0.01,0,0,0,0,0.1,0.193333333,0,0,0,0.003333333,0.046666667,0,0,0.03,0,0,0,0,0.053333333,0.483333333,0.056666667,0.023333333
MHI,Maui,2015,40724,MAI-01796,20.800478,-156.595602,Forereef,Shallow,0.453333333,0.003333333,0.013333333,0,0,0,0,0.15,0.176666667,0,0,0,0.016666667,0.026666667,0,0,0.066666667,0,0,0.003333333,0,0.12,0.393333333,0.03,0
MHI,Maui,2015,40724,MAI-01784,20.783025,-156.550059,Forereef,Shallow,0.203333333,0,0.01,0,0,0,0,0,0.003333333,0,0.003333333,0,0.06,0,0.013333333,0.003333333,0.11,0.023333333,0,0,0,0.026666667,0.686666667,0.036666667,0.023333333
MHI,Maui,2015,40723,MAI-01631,20.929804,-156.489157,Forereef,Shallow,0.283333333,0,0.006666667,0,0,0,0.003333333,0,0.03,0,0,0,0.01,0,0.216666667,0.003333333,0.013333333,0.033333333,0.026666667,0,0.013333333,0.01,0.503333333,0.02,0.11
MHI,Maui,2015,40723,MAI-01638,20.905259,-156.456244,Forereef,Shallow,0.213333333,0,0.02,0,0,0,0,0,0.033333333,0,0,0,0.003333333,0,0.146666667,0.01,0,0.063333333,0.056666667,0.006666667,0.026666667,0.003333333,0.513333333,0.023333333,0.093333333
MHI,Maui,2015,40723,MAI-01646,20.908475,-156.44102,Forereef,Shallow,0.55,0.006666667,0.01,0,0,0,0,0,0.28,0,0,0,0.003333333,0.023333333,0.183333333,0.006666667,0.036666667,0,0,0,0.006666667,0,0.366666667,0.03,0.046666667
MHI,Maui,2015,40723,MAI-01699,20.914514,-156.437147,Forereef,Shallow,0.126666667,0,0.003333333,0,0,0,0,0,0.106666667,0.006666667,0.006666667,0,0,0,0.003333333,0,0,0.023333333,0,0.003333333,0,0.006666667,0.813333333,0,0.026666667
MHI,Maui,2015,40723,MAI-01625,20.921036,-156.403677,Forereef,Shallow,0.14,0,0.003333333,0,0,0,0,0,0.103333333,0,0,0,0.003333333,0,0.03,0,0,0.103333333,0.02,0.003333333,0.003333333,0.01,0.523333333,0.016666667,0.18
MHI,Maui,2015,40723,MAI-01663,20.921839,-156.394636,Forereef,Shallow,0.113333333,0,0.003333333,0,0,0,0,0,0.026666667,0,0,0,0.016666667,0.003333333,0.063333333,0,0,0.036666667,0,0,0,0.073333333,0.666666667,0.026666667,0.083333333
MHI,Hawaii,2015,40709,HAW-01961,19.747491,-156.055423,Forereef,Shallow,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0.036666667,0,0.023333333,0,0.023333333,0.143333333,0,0.003333333,0,0,0.44,0.103333333,0.226666667
MHI,Hawaii,2015,40713,HAW-01943,19.7569,-156.049831,Forereef,Shallow,0.056666667,0,0.003333333,0,0,0,0,0,0,0,0,0,0.01,0,0.016666667,0,0.026666667,0.02,0,0.02,0,0.09,0.746666667,0.02,0.046666667
MHI,Hawaii,2015,40709,HAW-02439,19.674787,-156.03246,Forereef,Shallow,0.17,0,0.006666667,0,0,0,0,0,0.003333333,0,0,0,0.056666667,0,0.02,0,0.083333333,0.03,0,0.003333333,0,0.003333333,0.663333333,0.03,0.1
MHI,Hawaii,2015,40713,HAW-02315,19.802203,-156.01742,Forereef,Shallow,0.076666667,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0.013333333,0,0.056666667,0.043333333,0,0.01,0,0.003333333,0.756666667,0.026666667,0.083333333
MHI,Hawaii,2015,40709,HAW-02306,19.582552,-155.968793,Forereef,Shallow,0.603333333,0,0,0,0,0,0,0,0.006666667,0,0,0,0.013333333,0.003333333,0.01,0,0.57,0,0,0.003333333,0,0.146666667,0.2,0.013333333,0.033333333
MHI,Hawaii,2015,40709,HAW-02318,19.485654,-155.950035,Forereef,Shallow,0.05,0,0.003333333,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.006666667,0.166666667,0,0,0,0,0.343333333,0.03,0.41
MHI,Hawaii,2015,40713,HAW-02103,19.854674,-155.930896,Forereef,Shallow,0.41,0.003333333,0,0,0,0,0,0,0,0,0,0,0.016666667,0.04,0.003333333,0.006666667,0.34,0.013333333,0,0,0,0,0.476666667,0.043333333,0.056666667
MHI,Hawaii,2015,40712,HAW-02454,19.07713,-155.904631,Forereef,Shallow,0.365517241,0.010344828,0.013793103,0,0,0,0.017241379,0,0.006896552,0,0,0.010344828,0.134482759,0,0.031034483,0,0.14137931,0.05862069,0,0,0,0,0.472413793,0.037931034,0.065517241
MHI,Hawaii,2015,40711,HAW-02151,19.383239,-155.902258,Forereef,Shallow,0.193333333,0,0,0,0,0,0,0,0.006666667,0,0,0,0.013333333,0,0.08,0.003333333,0.09,0.06,0,0,0,0.003333333,0.57,0.046666667,0.126666667
MHI,Hawaii,2015,40711,HAW-02449,19.218277,-155.901028,Forereef,Shallow,0.016666667,0,0.013333333,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0,0,0.11,0,0.003333333,0,0.073333333,0.716666667,0.013333333,0.066666667
MHI,Hawaii,2015,40711,HAW-01988,19.302749,-155.889545,Forereef,Shallow,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0,0.073333333,0,0.01,0,0,0.44,0.056666667,0.386666667
MHI,Hawaii,2015,40725,HAW-02123,20.117904,-155.523119,Forereef,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093333333,0,0.01,0,0.003333333,0.793333333,0.04,0.06
MHI,Hawaii,2015,40725,HAW-02112,20.106631,-155.48646,Forereef,Shallow,0.06,0,0.006666667,0,0,0,0,0,0.033333333,0,0,0,0.02,0,0,0,0,0.066666667,0,0.016666667,0,0.003333333,0.79,0.03,0.033333333
MHI,Hawaii,2015,40710,HAW-02220,19.986153,-155.232387,Forereef,Shallow,0.003333333,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0,0,0.266666667,0,0,0,0,0.553333333,0.036666667,0.14
MHI,Hawaii,2015,40710,HAW-02366,19.886182,-155.118784,Forereef,Shallow,0.024137931,0,0.010344828,0,0,0,0,0,0.013793103,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0.837931034,0.068965517,0.034482759
MHI,Hawaii,2015,40710,HAW-02202,19.81587,-155.088344,Forereef,Shallow,0.04,0,0,0,0,0,0,0,0.006666667,0,0,0,0.003333333,0,0.026666667,0,0.003333333,0.03,0,0.003333333,0,0.016666667,0.85,0.003333333,0.056666667
