,SITE,REGION,ISLAND,REEF_ZONE,OBS_YEAR,DEPTH_BIN,SITEVISITID,ANALYSIS_SEC,METHOD,REGION_NAME,HABITAT_CODE,DEPTH,HARD_CORAL,MA,CCA,SAND,OTHER_BENTHIC,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,VISIBILITY,nCounts,nReps,PISCIVORE,PLANKTIVORE,PRIMARY,SECONDARY,ID,Acanthuridae,Apogonidae,Aulostomidae,Balistidae,Blenniidae,Bothidae,Caracanthidae,Carangidae,Carcharhinidae,Chaetodontidae,Cheilodactylidae,Cirrhitidae,Congridae,Diodontidae,Fistulariidae,Gobiidae,Holocentridae,Kuhliidae,Kyphosidae,Labridae,Lethrinidae,Lutjanidae,Malacanthidae,Microdesmidae,Monacanthidae,Mullidae,Muraenidae,Ophichthidae,Oplegnathidae,Ostraciidae,Pinguipedidae,Pomacanthidae,Pomacentridae,Priacanthidae,Ptereleotridae,Scaridae,Scorpaenidae,Serranidae,Synodontidae,Tetraodontidae,Zanclidae,UNKNOWN,INSTTotFish,SharkJackRayTunaBarra,INSTTotFishMinusSJRTB,MEAN_Chla_MEAN,MEAN_Chla_SD,MEAN_Chla_CLIM_MAX,MEAN_Chla_ANOM_MAX,MEAN_Chla_ANOM_FREQ,MEAN_Irradiance_MEAN,MEAN_Irradiance_SD,MEAN_Irradiance_CLIM_MAX,MEAN_Irradiance_ANOM_MAX,MEAN_Irradiance_ANOM_FREQ,MEAN_SST_MEAN,MEAN_SST_SD,MEAN_SST_CLIM_MAX,MEAN_SST_ANOM_MAX,MEAN_SST_ANOM_FREQ,MEAN_Waves_MEAN,MEAN_Waves_SD,MEAN_Waves_CLIM_MAX,MEAN_Waves_ANOM_MAX,MEAN_Waves_ANOM_FREQ,DATE_,LATITUDE,LONGITUDE,EXCLUDE_FLAG,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,ANALYSIS_STRATA,MPA_Name,MPA_Estab_Yr,Protection,TUT2012,OTHER_AREA_GROUPING,Total.Coral,CORAL_Branching.hard.coral,CORAL_Encrusting.hard.coral,CORAL_Massive.hard.coral,I_Sessile.Invertebrate,MA_Macroalga,SC_Soft.Coral,SED_Sediment,TURF_Turf.Alga,UC_UnIdentified,CCA_Coralline.Alga
449,MOL-00435,MHI,Molokai,Forereef,2013,Mid,6226,MOL_PALI,nSPC,Main Hawaiian Islands,ROB,8.65,1,26.5,0.5,15,57,0.69375,0.4430203456303,1.8,19,2,1,1.85496574959877,1.52710022461079,8.32143380101068,69.3510301489606,410,8.117245056,0.01420223,0,0.546800362,0.005796159,0,0,0,0,0.108704588,0,0.128736651,0,0,0.085220968,0,1.058978586,0,0,4.857464992,0,58.25822321,0.023957275,0,0.06562735,6.252429561,0,0,0,0,0,0,0.592480803,0,0,0,0,0.938662133,0,0,0,0,81.05452992,0,81.05452992,0.08176666667,0.03296666667,0.36953333333,0.0747,0.06523333333,43.1352209467,9.57212442333,58.1901,3.035694213,0.13043478233,25.2468878633,0.946509249,26.5816666667,0.35477777767,0.08440170933,19.9002404167,25.0994897433,52.2043073767,139.5426546,0.08073059333,8/20/13,21.16859847,-156.8409191,0,MOL_PALI,3862,1173569,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0,0,0,0,0,0.283333333,0,0.183333333,0.513333333,0.013333333,0.006666667
450,MOL-00436,MHI,Molokai,Forereef,2013,Mid,6243,MOL_PALI,nSPC,Main Hawaiian Islands,ROB,12.05,5,37.5,2.5,9,46,0.45875,0.281510906530415,1.15,15,2,1,1.17502539291643,6.47136731007094,0.615065857141011,7.41579712581998,419,0.416168816,0,0,0.554867608,0.004101293,0,0,0,0,0.092742643,0,0.35997425,0,0,0,0,0,0,0,5.451262112,0,0,0,0,0,0.891875751,0,0,0,0.115526934,0,0,6.679039392,0,0,0,0,1.053772245,0,0.057924642,0,0,15.67725569,0,15.67725569,0.08176666667,0.03296666667,0.36953333333,0.0747,0.06523333333,43.1352209467,9.57212442333,58.1901,3.035694213,0.13043478233,25.2487690733,0.94721133633,26.4916666667,0.426,0.10416666667,23.8153490967,29.8802833233,61.39738041,173.1028774,0.08200913233,8/20/13,21.16908814,-156.8716711,0,MOL_PALI,5828,1171514,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.02,0.02,0,0,0,0.32,0,0.063333333,0.51,0.05,0.036666667
451,MOL-00437,MHI,Molokai,Forereef,2013,Mid,6230,MOL_PALI,nSPC,Main Hawaiian Islands,ROB,12.5,13.5,5,6.5,0.5,74.5,1.07375,0.544786112830866,2.5,19,2,1,5.64141264208654,17.3820470213008,29.6389608314167,15.4477291648685,414,14.04246394,0,1.068417404,3.450356008,0.138706579,0,0,4.426779912,0,0.958135946,0,1.116833882,0,0,0,0,16.75351743,0,15.73322885,3.967460819,0,0,0,0,0,2.490589524,0,0,0,0,0,0.316833962,3.057816594,0.322000239,0,0.23778834,0,0,0,0.029220228,0,0,68.11014966,4.426779912,63.68336975,0.08383333333,0.03033333333,0.28203333333,0.06653333333,0.07366666667,43.52448742,9.552944657,57.959,2.69765509233,0.13707729467,25.2496518167,0.95393386,26.4943333333,0.40269444433,0.10630341867,16.3662986633,14.7572145,30.7615776333,82.8523650733,0.109954338,8/20/13,21.18218386,-156.9472237,0,MOL_PALI,6425,1159282,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.113333333,0.073333334,0.01,0.03,0.006666667,0,0,0.01,0.656666667,0.036666667,0.103333333
452,MOL-00438,MHI,Molokai,Forereef,2013,Mid,6240,MOL_PALI,nSPC,Main Hawaiian Islands,ROB,15.25,1.5,16.5,1,9,72,0.69,0.456149943759022,1.9,24,2,1,0,0.962371087718038,2.04859440386008,15.6486000973969,416,1.192488168,0,0,4.691464,0.043613369,0,0,0,0,0.286801872,1.999929928,0.407430775,0,0,0,0,0,0,0,1.741340745,0,5.458424574,0.202042461,0,0,0.19784378,0,0,0,0,0,0.101747284,0.962371088,0,0,0.754358951,0,0,0,0,0.619708593,0,18.65956559,0,18.65956559,0.08026666667,0.0262,0.21796666667,0.05433333333,0.09423333333,43.5488785367,9.561911978,57.9097333333,2.60259884267,0.13164251233,25.2572790567,0.956907209,26.5063333333,0.37969444433,0.10202991433,27.1482559067,29.2984767567,66.02960935,156.545964067,0.07881278533,8/20/13,21.17745705,-156.7756937,0,MOL_PALI,1092,1174421,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.003125,0,0,0.003125,0,0.00625,0,0.009375,0.959375,0.009375,0.0125
453,MOL-00439,MHI,Molokai,Forereef,2013,Mid,6245,MOL_PALI,nSPC,Main Hawaiian Islands,ROB,9.9,4,47.5,1.5,3.5,43.5,0.73,0.501847621287289,1.95,15,2,1,1.18215778264628,5.06491765640859,6.32330097969932,11.2673963048512,421,2.668295054,0,0.031028976,0.373965733,0.016117995,0,0,0.824011469,0,0.175298675,0,0.481616338,0,0,0,0,0.985720556,0,2.265386384,5.775193946,0,0.792576143,0,0,0,3.554277123,0,0,0,0,0,0.425467689,5.184031065,0,0,0.265948813,0,0,0,0.018836764,0,0,23.83777272,0.824011469,23.01376125,0.07973333333,0.03106666667,0.35173333333,0.0673,0.07126666667,43.3235602467,9.53356922767,58.1927,3.01125902767,0.133454106,25.24184127,0.94816479333,26.4886666667,0.41466666667,0.10576923067,17.0760967533,17.0901818,34.2082243,98.4865048767,0.10155251133,8/20/13,21.17158863,-156.9232024,0,MOL_PALI,6604,1165987,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.026666667,0.02,0,0.006666667,0,0.42,0,0.006666667,0.49,0.02,0.033333333
454,MOL-00440,MHI,Molokai,Forereef,2013,Shallow,6242,MOL_PALI,nSPC,Main Hawaiian Islands,ROB,3,13,14.5,1,14.5,57,0.5525,0.339973260552991,1.55,9,2,1,0.03508482301048,0.115819556477572,0.410009816300964,1.48936749021765,418,0.186871366,0,0,0,0.200272116,0,0,0,0,0,0,0.166148141,0,0,0,0,0,0,0,0.854737186,0,0,0,0,0,0.242759862,0,0,0,0,0,0,0.258643831,0,0,0.140849183,0,0,0,0,0,0,2.050281686,0,2.050281686,0.08176666667,0.03296666667,0.36953333333,0.0747,0.06523333333,43.1352209467,9.57212442333,58.1901,3.035694213,0.13043478233,25.2468878633,0.946509249,26.5816666667,0.35477777767,0.08440170933,26.8414234067,38.0084504733,76.3187317,233.101462567,0.074155251,8/20/13,21.16552516,-156.8496148,0,MOL_PALI,5051,1173448,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0,0,0,0,0,0.06,0,0.003333333,0.913333333,0.013333333,0.01
455,MOL-00441,MHI,Molokai,Forereef,2013,Shallow,6239,MOL_PALI,nSPC,Main Hawaiian Islands,ROB,4.3,3.5,0,25,0,71.5,0.995,0.518264320392177,2.15,17.5,2,1,0.0839162577047264,4.69919643618733,14.7950045208183,4.36385074701395,415,6.797798993,0,0,2.916181414,0.134007572,0,0,0,0,0.223162515,0,0.568313169,0,0,0,0,1.478580833,0.27538056,4.239821245,1.961632442,0,0,0,0,0,0.074474375,0,0,0,0.166546756,0,0,1.50826454,0,0,2.265349424,0,0,0,0,1.332454123,0,23.94196796,0,23.94196796,0.0828,0.0249,0.20396666667,0.04486666667,0.11353333333,43.82436628,9.54367516833,57.7954333333,2.56361898133,0.14251207767,25.2657142867,0.963135112,26.541,0.33766666667,0.09935897433,29.9928447833,32.4211245767,73.15247656,186.768142167,0.07525114133,8/20/13,21.17539938,-156.750328,0,MOL_PALI,1060,1175498,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.013333333,0.013333333,0,0,0,0.006666667,0,0,0.706666667,0.053333333,0.103333333
456,MOL-00443,MHI,Molokai,Forereef,2013,Shallow,6225,MOL_PALI,nSPC,Main Hawaiian Islands,ROB,4.1,1.5,1,13.5,0,84,0.7025,0.452361381828242,1.85,12.5,2,1,5.46578759571274,3.05870769886122,76.7296668511622,5.16109551236592,409,1.651097249,0,0.383721872,2.760871505,0.022816199,0,0,5.082065724,0,0,0,0.03299671,0,0,0,0,0,0,58.66613702,4.047460254,0,0,0,0,0,0.800537343,0,0,0,0,0,0,2.374005105,0,0,14.59354868,0,0,0,0,0,0,90.41525766,5.082065724,85.33319193,0.08026666667,0.0262,0.21796666667,0.05433333333,0.09423333333,43.5488785367,9.561911978,57.9097333333,2.60259884267,0.13164251233,25.2657142867,0.963135112,26.541,0.33766666667,0.09935897433,28.4936848667,30.9753669167,69.5465395867,174.213341133,0.07698630133,8/20/13,21.17694391,-156.7663945,0,MOL_PALI,1068,1174604,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.0125,0.0125,0,0,0,0,0,0,0.825,0.01875,0.0875
457,MOL-00444,MHI,Molokai,Forereef,2013,Shallow,6228,MOL_PALI,nSPC,Main Hawaiian Islands,ROB,4.1,1,3,2.5,35,58.5,0.4375,0.377205340920626,2,15,2,1,0,4.23170299397634,0.782569318019073,9.2138338668828,412,0.49747231,0,0,0,0.011711357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764772529,0,7.752073371,0,0,0,0.68527661,0,0,0,0,0,0,4.516800002,0,0,0,0,0,0,0,0,0,14.22810618,0,14.22810618,0.0855,0.03496666667,0.39556666667,0.08086666667,0.0616,43.31137328,9.603824749,58.1037,2.83221180533,0.13526570033,25.24184127,0.94816479333,26.4886666667,0.41466666667,0.10576923067,15.53030776,14.5565184467,29.23225599,84.67513411,0.10931506867,8/20/13,21.17068741,-156.9356569,0,MOL_PALI,6576,1164483,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.003333333,0.003333333,0,0,0,0,0,0.503333333,0.466666667,0.013333333,0.013333333
458,MOL-00445,MHI,Molokai,Forereef,2013,Deep,6066,MOL_SOUTH,nSPC,Main Hawaiian Islands,AGR,20.9,81.5,1,3,2.5,12,0.42875,0.159622933275843,0.6,15,2,1,7.53646777226971,9.98229681211593,8.37715976062453,2.42744482113615,315,16.66487852,0,0,0.105607581,0,0,0,0,0,0.908212008,0,0.223130311,0,0,0,0,0,0,0,2.040269857,0,0,0,0,0,0.1961528,0,0,0,0,0,0,0.247673939,0,0,1.628348759,0,6.30909539,0,0,0,0,28.32336917,0,28.32336917,0.08403333333,0.029,0.33893333333,0.06453333333,0.1383,45.1361507133,9.127864085,57.539,2.08066898167,0.172705314,25.5883676367,0.95814582967,27.295,0.145472222,0.03846153833,4.19464861333,7.82266676867,8.09268129067,56.6967846467,0.129497717,8/11/13,21.08371032,-157.1205013,0,MOL_SOUTH,6268,1153102,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.69,0.176666666,0.233333333,0.046666667,0.006666667,0,0,0,0.196666667,0.066666667,0.04
459,MOL-00448,MHI,Molokai,Forereef,2013,Mid,6058,MOL_SOUTH,nSPC,Main Hawaiian Islands,AGR,12.6,77.5,4.5,2.5,0,15.5,0.30875,0.173080360270231,0.5,11.5,2,1,3.06565710613245,0.0582900796808077,3.30549649642021,1.5152353475831,310,1.014153857,0,0,0,0,0,0,0,0,0.256824263,0,0.22684767,0,0,0,0,0,0,0,0.96817491,0,0,0,0,0,0,0,0,0,0,0,0,0.356465568,0,0,2.272505876,0,2.830870121,0,0.018836764,0,0,7.94467903,0,7.94467903,0.08403333333,0.029,0.33893333333,0.06453333333,0.1383,45.1361507133,9.127864085,57.539,2.08066898167,0.172705314,25.6267393733,0.95318265133,27.2663333333,0.16919444433,0.04540598267,3.01337576267,1.928629177,4.032973201,7.17930731667,0.31114155267,8/11/13,21.08717347,-157.1066957,0,MOL_SOUTH,6270,1154607,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.706451613,0.158064516,0.535483871,0.012903226,0,0,0,0,0.264516129,0.022580645,0.003225806
460,MOL-00451,MHI,Molokai,Forereef,2013,Deep,6057,MOL_SOUTH,nSPC,Main Hawaiian Islands,AGR,20.5,32.5,6,1,16.5,44,0.285,0.195959179422654,0.7,15,2,1,4.44630649772441,3.96486760884977,9.21802477234801,7.44923460353872,309,8.731979101,0,0,5.483315335,0,0,0,0,0,0.472865319,0,0,0,0,0,0,0,0,0,4.380026703,0,0,0,0,0.209237578,0.465196776,0,0,0,0,0,0.198363512,0.084054189,0,0,0.715736442,0,3.442070044,0,0.017325518,0.878262967,0,25.07843348,0,25.07843348,0.10763333333,0.03916666667,0.45353333333,0.08733333333,0.1256,45.2992834633,9.32914398033,57.6599,1.421797454,0.13586956533,25.5847173567,0.93399411367,27.2756666667,0.14666666667,0.03579059833,1.27503123,1.07089914367,1.71191895733,7.92581030667,0.18748858433,8/11/13,21.06972235,-157.0145216,0,MOL_SOUTH,6177,1171920,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.33,0.066666667,0.013333333,0.063333333,0.006666667,0.033333333,0,0.14,0.413333333,0.056666667,0.013333333
461,MOL-00456,MHI,Molokai,Forereef,2013,Shallow,6059,MOL_SOUTH,nSPC,Main Hawaiian Islands,MIX,2.25,5,3.5,12.5,1,78,0.6275,0.404371333804509,1.4,8,2,1,0,0,27.982979795425,2.10378032552466,311,18.3729066,0,0,0.518449438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3876035,0,0,0,0,0,0,0,0,0,0.088273906,0,0,0.248784737,0,0,9.433068415,0,0,0,0.037673527,0,0,30.08676012,0,30.08676012,0.09053333333,0.03346666667,0.4163,0.0797,0.1443,45.2014483767,9.12368283567,57.4129333333,1.878584954,0.17149758467,25.5606441367,0.94348357533,27.3216666667,0.108361111,0.02831196567,2.46784811133,2.60419075067,3.565186883,19.3172407763,0.28027397233,8/11/13,21.08684021,-157.0798982,0,MOL_SOUTH,6225,1159231,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.05,0.003333333,0.04,0.006666667,0.016666667,0,0,0,0.88,0.01,0.043333333
462,MOL-00461,MHI,Molokai,Forereef,2013,Mid,6068,MOL_SOUTH,nSPC,Main Hawaiian Islands,AGR,10.3,65,5,7.5,3.5,19,0.4025,0.348329721486443,1.6,8,2,1,7.58001695898684,0.0290608888482516,7.77228514985196,2.19834800734915,317,3.845479773,0,0,0,0,0,0,0,0,0.428952372,0,0.384032154,0,0,0,0,0,0,0,0.750058724,0,0,0,0,0,0.403241319,0,0,0,0,0,0,0.850101999,0,0,3.376649127,0,7.535196566,0,0.005998971,0,0,17.57971101,0,17.57971101,0.08403333333,0.029,0.33893333333,0.06453333333,0.1383,45.1361507133,9.127864085,57.539,2.08066898167,0.172705314,25.5883676367,0.95814582967,27.295,0.145472222,0.03846153833,4.35642234067,5.12880346767,6.80069456067,20.8007400733,0.15589041067,8/11/13,21.08336952,-157.1327975,0,MOL_SOUTH,6186,1150702,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.444117647,0.138235294,0.270588235,0.035294118,0,0.005882353,0,0.020588235,0.488235294,0.017647059,0.023529412
463,MOL-00465,MHI,Molokai,Forereef,2013,Deep,6063,MOL_SOUTH,nSPC,Main Hawaiian Islands,AGR,19.3,55,5,20,2.5,17.5,0.5975,0.19059957886609,1.05,20,2,1,1.34069579130393,2.4242695017009,18.2240375368413,1.1981802229892,312,13.99993526,0,0,0,0,0,0,0,0,0.493218353,0,0,0,0,0,0,0,0,0,0.410327075,0.284077392,0,0,0,0,0,0,0,0,0,0,0.243686225,2.463165737,0,0,3.980416054,0,1.312356959,0,0,0,0,23.18718305,0,23.18718305,0.11443333333,0.04396666667,0.54216666667,0.09223333333,0.0749,45.29074384,9.40297809867,57.5640333333,1.36270902767,0.13526570033,25.6217721733,0.91155875667,27.099,0.23991666633,0.05502136767,0.73288790067,0.96885377433,1.69070785833,7.75105456033,0.04347031967,8/11/13,21.046809,-156.9397865,0,MOL_SOUTH,6054,1177319,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.516129032,0.161290322,0.351612903,0.003225806,0,0.035483871,0,0,0.367741935,0.064516129,0.016129032
464,MOL-00467,MHI,Molokai,Forereef,2013,Mid,6064,MOL_SOUTH,nSPC,Main Hawaiian Islands,AGR,11.05,60,2.5,7.5,20,10,0.42125,0.270889412417707,1.15,13.5,2,1,5.70464514389691,0.8276958957059,122.290678781425,1.92922019985892,313,119.2144519,0,0,0.134270749,0,0,0,0,0,0.344411346,0,0.124598136,0,0,0,0,0.656207141,0,0,0.825023903,0,0,0,0,0,0.204600587,0.276867361,0,0,0,0,0,0.190936872,0,0,3.064966448,0,5.704645144,0,0.011260478,0,0,130.75224,0,130.75224,0.11386666667,0.04283333333,0.47106666667,0.09186666667,0.1063,45.2599908567,9.35058980667,57.6294,1.406726852,0.13224637667,25.60718331,0.919611665,27.1726666667,0.19844444433,0.047542735,0.877143913,1.01495925567,1.765550153,8.070796567,0.05013698633,8/11/13,21.05540933,-156.9599352,0,MOL_SOUTH,6363,1175277,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.578787879,0.13030303,0.439393939,0.009090909,0,0.006060606,0,0.087878788,0.281818182,0.021212121,0.024242424
465,MOL-00471,MHI,Molokai,Forereef,2013,Mid,6055,MOL_SOUTH,nSPC,Main Hawaiian Islands,AGR,9.2,30,3,0,7.5,59.5,0.245,0.157932641598648,0.45,9.5,2,1,0,0.0135277316912514,1.39679871073742,2.15272026360802,307,0.84697981,0,0,1.060259066,0,0,0,0,0,0.02071121,0,0.177825843,0,0,0,0,0,0,0,0.741527336,0,0,0,0,0.084307328,0,0,0,0,0,0,0,0.081617211,0,0,0.493308609,0,0,0,0.056510291,0,0,3.563046706,0,3.563046706,0.11386666667,0.04283333333,0.47106666667,0.09186666667,0.1063,45.2599908567,9.35058980667,57.6294,1.406726852,0.13224637667,25.618851,0.925877698,27.211,0.202,0.04861111133,1.08256269767,1.86349000567,1.83470172833,15.9082410763,0.07123287667,8/11/13,21.06391378,-156.9806692,0,MOL_SOUTH,6361,1173440,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.206666667,0.016666667,0.086666667,0,0,0.03,0,0.12,0.58,0.063333333,0
466,MOL-00489,MHI,Molokai,Forereef,2013,Shallow,6067,MOL_SOUTH,nSPC,Main Hawaiian Islands,AGR,1.7,13.5,20,5,15,46.5,0.9875,0.553270025451607,2,8,2,1,2.10754448918442,0,24.8330389595851,3.73980636212842,316,17.03093368,0,0,0,0,0,0,0,0,0.108700802,0,0,0,0,0,0,0,0,0,2.70281263,0,0.672401186,0,0,0,0.168410588,0,0,0,0,0,0,0.614533694,0,0,7.131850635,0,2.107544489,0,0.143202108,0,0,30.68038981,0,30.68038981,0.08403333333,0.029,0.33893333333,0.06453333333,0.1383,45.1361507133,9.127864085,57.539,2.08066898167,0.172705314,25.5883676367,0.95814582967,27.295,0.145472222,0.03846153833,3.94525358867,3.072333396,5.31535450133,7.937936075,0.282191781,8/11/13,21.08929988,-157.1220078,0,MOL_SOUTH,6263,1151013,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.106060606,0.003030303,0.084848485,0.018181818,0.003030303,0.012121212,0,0.087878788,0.76969697,0.012121212,0.009090909
467,MOL-00490,MHI,Molokai,Forereef,2013,Shallow,6065,MOL_SOUTH,nSPC,Main Hawaiian Islands,AGR,4.85,47.5,5,0.5,20,27,0.3175,0.262572600811547,1.1,8,2,1,9.36576563843677,0,12.2167404827658,4.37201026341153,314,11.33944366,0,0,0.188549386,0,0,0,0,0,1.662950529,0,0,0,0,0,0.008201497,0,0,0,2.774442339,0,0,0,0,0,0.168410588,0,0,0,0,0,0,0.012029151,0,0,0.764276239,0,8.923192411,0,0.113020582,0,0,25.95451638,0,25.95451638,0.11386666667,0.04283333333,0.47106666667,0.09186666667,0.1063,45.2599908567,9.35058980667,57.6294,1.406726852,0.13224637667,25.60718331,0.919611665,27.1726666667,0.19844444433,0.047542735,0.877143913,1.01495925567,1.765550153,8.070796567,0.05013698633,8/11/13,21.05930465,-156.9611153,0,MOL_SOUTH,6404,1175028,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.393333333,0.003333333,0.086666667,0.006666667,0,0.016666667,0,0.206666667,0.306666667,0.076666667,0
468,MOL-00493,MHI,Molokai,Forereef,2013,Shallow,6056,MOL_SOUTH,nSPC,Main Hawaiian Islands,RRB,1.3,5,15,7.5,12.5,60,0.16875,0.111408783923475,0.5,9,2,1,0,0,0.283260074162403,0.551802473533628,308,0.214278306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487881021,0,0,0,0,0,0,0,0,0,0,0,0,0.132903222,0,0,0,0,0,0,0,0,0,0.835062548,0,0.835062548,0.11386666667,0.04283333333,0.47106666667,0.09186666667,0.1063,45.2599908567,9.35058980667,57.6294,1.406726852,0.13224637667,25.618851,0.925877698,27.211,0.202,0.04861111133,3.188726659,5.43715133933,6.14840746967,16.1861134613,0.15333333333,8/11/13,21.07069365,-156.9977032,0,MOL_SOUTH,6250,1172586,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.013333333,0.01,0.003333333,0,0,0.006666667,0,0.08,0.886666667,0.013333333,0
469,MOL-00497,MHI,Molokai,Forereef,2013,Deep,6211,MOL_WEST,nSPC,Main Hawaiian Islands,AGR,18.65,20.5,4.5,3,5,67,0.3725,0.28825677641615,1.05,19,2,1,7.63928608924885,0.743809376190549,8.68333855885143,4.28907603362997,402,3.338760632,0,0,2.791054637,0,0,0,0,0,1.415056561,0,1.720990595,0,0,0,0,0,0,0,2.642532677,0.003014937,0,0,0,0,0.649504894,0.092840383,0,0,0,0,0,0.599158674,0,0,2.933422226,0,5.082566312,0,0.086607533,0,0,21.35551006,0,21.35551006,0.0686,0.02116666667,0.2459,0.04826666667,0.128,44.87891952,9.24155579333,58.3774666667,2.95499768533,0.17089371967,25.68976293,0.964971255,27.3526666667,0.16375000033,0.04113247833,5.74295110333,4.324504613,9.16483114,25.6841527833,0.126849315,8/19/13,21.07987099,-157.2576947,0,MOL_WEST,1005,1127582,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.35625,0.05,0.084375,0.221875,0,0.003125,0,0.00625,0.609375,0.021875,0.003125
470,MOL-00499,MHI,Molokai,Forereef,2013,Deep,6216,MOL_WEST,nSPC,Main Hawaiian Islands,APR,25.6,11.5,3,3.5,22.5,59.5,0.205,0.181734949746879,0.65,22.5,2,1,0,1.26150139717565,21.4109410541428,3.48430224580576,407,19.09871076,0,0,1.324428145,0,0,0,0,0,0.336834037,0,0.611947947,0,0,0,0,0,0,0,0.513959732,0,0,0,0,0.006841086,1.04078186,0,0,0,0.031343544,0,0,1.854999863,0,0,1.240024467,0,0,0,0.096873258,0,0,26.1567447,0,26.1567447,0.0695,0.02876666667,0.4126,0.05763333333,0.0942,44.2498641367,9.00241019733,58.3174666667,3.44795879633,0.16908212533,25.65986175,0.98237668833,27.4313333333,0.13119444433,0.03258547,7.32633919467,6.53884236267,14.1636390833,39.3406665833,0.087853881,8/19/13,21.08158744,-157.2863284,0,MOL_WEST,723,1119235,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.092307692,0.05,0,0.042307692,0,0.046153846,0,0.357692308,0.480769231,0.023076923,0
471,MOL-00500,MHI,Molokai,Forereef,2013,Deep,6207,MOL_WEST,nSPC,Main Hawaiian Islands,PAV,19.25,1,32.5,2,50,14.5,0.10125,0.0124373429638327,0.25,24,2,1,0,0.608238892404324,3.76836013068749,9.03803299736932,398,3.614276648,0,0,1.258902447,0,0,0,0,0,0.05966193,0,0.276461544,0,0,0,0,0,0,0,6.98169314,0,0,0.304346127,0,0,0.204600587,0,0,0,0,0,0,0.560606114,0,0,0,0,0,0,0.154083483,0,0,13.41463202,0,13.41463202,0.0695,0.02876666667,0.4126,0.05763333333,0.0942,44.2498641367,9.00241019733,58.3174666667,3.44795879633,0.16908212533,25.65986175,0.98237668833,27.4313333333,0.13119444433,0.03258547,8.236797014,7.95229014833,16.9328589467,46.4343853233,0.08566210033,8/19/13,21.08781075,-157.2973633,0,MOL_WEST,692,1117625,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.003125,0.003125,0,0,0,0.159375,0,0.009375,0.8,0.01875,0.003125
472,MOL-00501,MHI,Molokai,Forereef,2013,Deep,6212,MOL_WEST,nSPC,Main Hawaiian Islands,PAV,28.75,7.5,12.5,5,22.5,52.5,0.18125,0.115363831306107,0.5,27.5,2,1,1.02462343550416,27.0330237129309,24.5819583638603,9.72620140101536,403,31.86133242,4.630642087,0,11.56652918,0,0,0,0,0,1.066969042,0,0.185516635,0,0,0,0,3.978494829,0,0,3.361517236,0,0,0.304346127,0,0.013869832,0.037237187,1.024623436,0,0,0,0,0.459611197,2.299635075,0,0.068540465,1.376050941,0,0.045278447,0,0.08561278,0,0,62.36580691,0,62.36580691,0.09863333333,0.0338,0.3401,0.05816666667,0.08456666667,43.9311384567,9.38525434767,57.7170666667,2.811968287,0.163647343,25.56109063,0.99102874567,27.3323333333,0.15072222233,0.03632478633,15.47863814,20.1486853033,39.5944921867,118.729175,0.08429223767,8/19/13,21.1608209,-157.2900753,0,MOL_WEST,921,1114548,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.063333333,0.01,0.006666666,0.046666666,0.006666667,0.07,0,0.056666667,0.743333333,0.056666667,0.003333333
